500 10000 15 50
1 75 50
1 100 27
1 107 19
1 117 44
1 152 19
1 155 48
1 165 50
1 193 46
1 208 25
1 219 17
1 240 43
1 291 2
1 301 37
1 303 40
1 325 35
1 327 43
1 366 41
1 367 12
1 409 35
1 463 11
1 465 48
1 490 18
2 83 15
2 94 30
2 114 29
2 131 48
2 151 44
2 222 17
2 225 14
2 228 2
2 256 39
2 277 13
2 297 29
2 301 7
2 309 9
2 312 47
2 339 4
2 377 8
2 412 44
2 428 30
2 441 27
2 470 37
2 475 31
2 484 13
2 497 26
3 34 15
3 78 7
3 101 18
3 103 29
3 140 44
3 229 28
3 250 28
3 278 11
3 290 43
3 291 7
3 302 39
3 418 42
4 24 2
4 49 7
4 90 5
4 108 4
4 126 47
4 131 20
4 170 32
4 188 3
4 244 28
4 277 30
4 282 8
4 292 35
4 358 26
4 452 39
5 67 11
5 103 12
5 116 20
5 219 26
5 232 39
5 236 36
5 244 32
5 254 8
5 290 16
5 355 27
5 371 35
5 400 43
5 416 38
5 419 29
5 423 49
5 436 28
5 438 22
5 498 3
6 5 37
6 20 27
6 22 8
6 23 33
6 56 48
6 62 39
6 89 38
6 94 25
6 122 20
6 264 45
6 277 9
6 335 45
6 343 34
6 386 22
6 407 8
6 459 5
6 460 49
6 492 48
7 15 40
7 25 32
7 29 5
7 38 6
7 58 9
7 64 40
7 113 50
7 122 46
7 211 20
7 213 49
7 214 25
7 219 42
7 229 3
7 240 13
7 252 20
7 354 10
7 384 46
7 413 17
7 417 50
7 437 33
7 459 41
7 500 19
8 17 29
8 25 1
8 75 16
8 96 14
8 108 22
8 184 23
8 196 20
8 213 22
8 227 21
8 237 10
8 250 4
8 255 25
8 285 17
8 328 12
8 332 16
8 349 16
8 350 9
8 391 36
8 488 16
9 21 33
9 26 29
9 31 18
9 77 46
9 84 48
9 89 29
9 100 43
9 155 16
9 218 28
9 224 27
9 316 6
9 328 49
9 428 7
9 431 8
9 438 14
9 452 21
9 470 32
10 60 36
10 102 40
10 127 3
10 158 8
10 186 1
10 198 6
10 258 35
10 289 19
10 316 17
10 330 50
10 333 35
10 355 27
10 357 37
10 359 2
10 422 10
10 427 15
10 443 22
11 41 7
11 170 14
11 237 50
11 325 1
11 348 29
11 403 28
11 433 27
11 442 36
11 485 28
12 34 33
12 50 44
12 52 41
12 71 5
12 93 27
12 116 28
12 163 47
12 175 29
12 235 36
12 248 47
12 270 37
12 317 22
12 367 16
12 392 3
12 462 21
13 32 2
13 62 32
13 98 10
13 107 3
13 114 41
13 120 24
13 131 24
13 164 49
13 194 40
13 215 26
13 230 1
13 237 20
13 242 5
13 262 27
13 267 6
13 269 32
13 280 11
13 356 1
13 449 22
13 460 18
13 469 27
14 6 1
14 32 14
14 118 7
14 128 38
14 168 12
14 171 43
14 181 9
14 246 29
14 250 46
14 269 32
14 280 32
14 285 27
14 314 41
14 339 37
14 347 19
14 374 16
14 389 10
14 393 19
14 404 5
14 414 37
14 444 21
15 23 25
15 30 41
15 59 49
15 70 32
15 107 24
15 116 9
15 145 32
15 189 45
15 236 28
15 248 10
15 273 48
15 277 43
15 353 16
15 392 35
15 397 5
15 398 9
15 438 46
15 446 35
15 447 6
15 484 27
16 19 17
16 123 34
16 133 17
16 144 3
16 148 4
16 156 34
16 183 14
16 284 24
16 294 41
16 295 1
16 324 44
16 338 15
16 355 43
16 394 42
16 402 48
16 443 17
16 454 2
16 496 31
16 498 13
17 5 30
17 39 40
17 43 10
17 50 22
17 67 7
17 71 47
17 76 28
17 101 15
17 115 42
17 117 13
17 147 22
17 156 18
17 283 31
17 291 5
17 297 36
17 327 33
17 334 10
17 358 21
17 398 48
17 413 33
17 459 11
17 474 50
17 475 26
17 482 27
17 483 43
18 4 19
18 16 24
18 21 11
18 39 21
18 40 4
18 106 23
18 116 2
18 175 43
18 183 35
18 201 23
18 206 50
18 362 31
18 366 3
18 373 16
18 375 24
18 390 17
18 397 38
18 439 41
18 485 47
19 41 44
19 115 28
19 135 31
19 138 4
19 143 50
19 173 30
19 188 38
19 204 11
19 211 30
19 222 16
19 252 37
19 325 22
19 353 34
19 376 11
19 406 34
19 456 6
19 459 14
19 471 6
20 25 7
20 38 9
20 41 40
20 61 32
20 78 10
20 82 22
20 108 36
20 112 27
20 116 45
20 121 2
20 166 14
20 293 37
20 299 50
20 329 10
20 366 16
20 369 30
20 371 13
20 399 16
20 401 9
20 412 2
20 427 26
20 428 38
20 433 17
20 471 12
21 130 11
21 150 3
21 178 24
21 190 44
21 195 8
21 239 40
21 276 2
21 288 17
21 297 48
21 303 43
21 311 50
21 314 9
21 356 15
21 389 35
21 415 35
21 476 9
21 488 36
22 27 1
22 46 46
22 131 37
22 136 10
22 139 11
22 164 16
22 211 24
22 220 26
22 246 26
22 328 25
22 335 3
22 341 16
22 353 44
22 364 15
22 412 28
22 465 46
22 489 40
23 3 24
23 5 5
23 10 29
23 30 25
23 32 23
23 35 26
23 39 17
23 42 22
23 96 36
23 110 31
23 119 6
