250 3000 20 20
1 14 20
1 31 18
1 89 15
1 105 14
1 148 45
1 164 38
1 179 43
1 188 26
1 199 32
1 206 2
1 242 50
2 27 50
2 38 50
2 50 48
2 72 13
2 88 22
2 105 47
2 113 19
2 118 47
2 136 26
2 140 20
2 142 1
2 157 11
2 188 29
2 241 26
3 13 36
3 17 20
3 24 24
3 25 47
3 58 39
3 72 3
3 74 18
3 80 6
3 87 17
3 136 33
3 218 50
3 226 4
3 243 25
4 20 27
4 28 38
4 31 26
4 63 26
4 76 39
4 95 25
4 154 26
4 163 4
4 167 47
4 203 22
4 233 22
4 242 45
5 1 49
5 75 43
5 76 46
5 89 9
5 112 22
5 155 21
5 163 47
5 169 43
5 174 46
5 184 45
5 191 32
5 193 50
5 212 12
5 219 39
5 242 16
6 59 46
6 68 39
6 116 21
6 166 20
6 171 17
6 213 10
6 241 47
7 45 43
7 52 49
7 53 24
7 60 18
7 62 4
7 64 22
7 67 41
7 82 25
7 107 16
7 125 39
7 182 17
7 239 13
8 33 49
8 86 38
8 93 35
8 95 45
8 100 33
8 147 30
8 172 41
8 174 16
8 186 31
8 205 2
8 226 6
8 237 46
8 242 47
9 60 44
9 62 19
9 65 18
9 66 13
9 76 28
9 115 15
9 156 5
9 195 28
9 212 40
10 3 22
10 16 31
10 60 11
10 71 14
10 77 5
10 86 28
10 87 2
10 117 24
10 127 41
10 147 2
10 166 13
10 201 25
11 1 47
11 3 45
11 15 7
11 118 39
11 135 12
11 172 37
11 190 41
11 221 18
12 23 35
12 37 39
12 81 13
12 97 3
12 107 9
12 120 25
12 124 32
12 133 25
12 161 29
12 176 10
12 206 14
12 207 2
12 225 42
12 244 24
12 245 15
13 11 49
13 30 1
13 76 18
13 77 22
13 100 43
13 104 20
13 112 34
13 140 20
13 158 18
13 165 31
13 181 28
13 199 6
13 209 42
13 221 16
13 233 48
13 241 11
14 25 50
14 48 39
14 54 24
14 71 4
14 83 47
14 89 48
14 134 38
14 174 21
14 190 29
14 191 49
14 235 36
14 240 32
15 20 40
15 32 9
15 43 47
15 85 38
15 114 11
15 142 16
15 144 11
15 162 6
15 189 35
15 193 45
15 200 25
15 216 4
16 25 27
16 41 2
16 60 10
16 74 18
16 82 17
16 105 9
16 110 29
16 133 19
16 134 47
16 147 4
16 192 24
16 209 45
17 13 1
17 19 11
17 63 15
17 70 31
17 83 9
17 115 2
17 117 13
17 123 49
17 141 12
17 149 11
17 150 38
17 168 23
17 187 26
17 213 49
17 247 30
18 59 13
18 99 45
18 100 4
18 130 18
18 131 21
18 144 7
18 152 27
18 204 40
18 248 25
19 77 38
19 82 20
19 121 43
19 123 34
19 125 23
19 192 17
20 11 29
20 18 26
20 26 29
20 36 45
20 37 8
20 79 38
20 94 47
20 106 20
20 153 36
20 164 8
20 204 32
20 223 25
20 229 32
20 237 10
21 11 23
21 30 13
21 48 22
21 59 19
21 67 16
21 104 39
21 133 41
21 140 24
21 143 18
21 148 31
21 163 49
21 195 7
21 237 2
21 243 43
22 1 40
22 8 25
22 26 11
22 63 20
22 67 2
