20 30 20 3
1 15 27
1 17 16
1 18 45
3 4 44
3 14 46
3 20 13
4 1 48
4 6 6
6 7 23
6 10 33
7 2 9
8 12 3
9 11 17
10 8 2
10 11 7
10 16 3
11 1 45
11 2 33
11 6 42
12 7 28
12 19 2
13 9 18
14 5 37
15 2 44
16 18 41
17 8 5
17 10 17
17 14 7
18 17 13
19 6 31
0 61 69 48 60 54 52 21 47 23 30 24 65 23 27 26 16 29 26 82
61 0 82 38 89 32 9 40 50 40 33 37 68 52 44 43 45 58 39 95
69 82 0 44 83 50 73 58 84 60 67 61 102 46 96 63 53 66 63 13
48 38 44 0 90 6 29 41 63 39 46 39 81 53 75 42 46 59 37 57
60 89 83 90 0 84 80 49 75 51 58 52 93 37 87 54 44 57 54 96
54 32 50 6 84 0 23 35 57 33 40 33 75 47 76 36 40 53 31 63
52 9 73 29 80 23 0 31 57 33 40 28 75 43 53 36 36 49 30 86
21 40 58 41 49 35 31 0 26 2 9 3 44 12 48 5 5 18 5 71
47 50 84 63 75 57 57 26 0 24 17 29 18 38 74 27 31 44 31 97
23 40 60 39 51 33 33 2 24 0 7 5 42 14 50 3 7 20 7 73
30 33 67 46 58 40 40 9 17 7 0 12 35 21 57 10 14 27 14 80
24 37 61 39 52 33 28 3 29 5 12 0 47 15 51 8 8 21 2 74
65 68 102 81 93 75 75 44 18 42 35 47 0 56 92 45 49 62 49 115
23 52 46 53 37 47 43 12 38 14 21 15 56 0 50 17 7 20 17 59
27 44 96 75 87 76 53 48 74 50 57 51 92 50 0 53 43 56 53 109
26 43 63 42 54 36 36 5 27 3 10 8 45 17 53 0 10 23 10 76
16 45 53 46 44 40 36 5 31 7 14 8 49 7 43 10 0 13 10 66
29 58 66 59 57 53 49 18 44 20 27 21 62 20 56 23 13 0 23 79
26 39 63 37 54 31 30 5 31 7 14 2 49 17 53 10 10 23 0 76
82 95 13 57 96 63 86 71 97 73 80 74 115 59 109 76 66 79 76 0
