1000 50000 10 100
1 93 33
1 104 20
1 133 28
1 137 41
1 139 5
1 176 17
1 182 40
1 275 22
1 276 4
1 278 13
1 280 33
1 324 26
1 326 22
1 328 14
1 365 5
1 379 24
1 449 41
1 472 44
1 483 40
1 501 16
1 502 43
1 515 19
1 533 21
1 539 34
1 609 22
1 616 26
1 632 10
1 639 50
1 641 30
1 648 22
1 654 2
1 659 12
1 683 43
1 708 32
1 719 5
1 724 49
1 729 48
1 766 44
1 809 20
1 821 3
1 822 8
1 885 3
1 890 31
1 927 29
1 930 16
1 951 35
1 965 4
2 36 8
2 77 30
2 87 46
2 91 26
2 101 24
2 114 14
2 134 46
2 146 10
2 174 37
2 186 22
2 222 21
2 231 38
2 259 3
2 261 42
2 311 40
2 342 17
2 394 36
2 405 23
2 407 21
2 419 37
2 426 22
2 429 16
2 449 6
2 555 24
2 591 25
2 592 10
2 599 6
2 622 6
2 632 28
2 651 40
2 699 9
2 700 35
2 786 21
2 825 6
2 835 10
2 855 45
2 858 22
2 872 8
2 937 6
2 944 8
2 953 31
2 959 26
3 8 46
3 11 33
3 17 19
3 22 37
3 61 49
3 70 4
3 80 9
3 98 21
3 127 42
3 153 30
3 176 38
3 189 48
3 217 5
3 225 13
3 247 9
3 250 11
3 260 18
3 300 36
3 351 2
3 353 28
3 365 23
3 413 25
3 445 34
3 520 32
3 526 19
3 541 5
3 570 41
3 599 26
3 615 12
3 639 21
3 654 1
3 665 9
3 706 4
3 736 19
3 753 45
3 756 4
3 766 24
3 784 3
3 785 25
3 817 16
3 830 34
3 877 14
3 916 15
3 941 39
3 951 26
3 953 23
3 980 1
3 989 45
4 16 9
4 20 2
4 54 23
4 98 33
4 134 26
4 154 8
4 205 14
4 277 46
4 282 12
4 296 7
4 305 21
4 372 25
4 404 27
4 428 23
4 436 36
4 462 32
4 464 41
4 474 30
4 483 36
4 495 15
4 502 35
4 515 12
4 524 32
4 531 18
4 538 25
4 546 46
4 557 8
4 578 3
4 659 20
4 662 8
4 684 47
4 705 30
4 706 12
4 708 21
4 733 12
4 744 39
4 746 28
4 752 26
4 761 37
4 774 41
4 781 34
4 806 9
4 809 16
4 829 10
4 854 32
4 861 1
4 864 42
4 877 24
4 880 32
4 950 27
4 992 40
4 996 16
5 13 40
5 16 21
5 39 36
5 53 14
5 80 18
5 85 43
5 95 18
5 104 38
5 114 3
5 121 15
5 134 17
5 138 16
5 144 37
5 150 29
5 156 6
5 191 15
5 206 6
5 333 42
5 340 5
5 357 39
5 362 3
5 382 22
5 387 48
5 409 34
5 440 24
5 490 39
5 508 9
5 521 6
5 525 17
5 557 49
5 567 23
5 591 6
5 600 19
5 608 10
5 611 22
5 623 37
5 627 3
5 681 39
5 682 26
5 689 7
5 714 5
5 715 42
5 724 22
5 770 42
5 789 20
5 798 27
5 848 8
5 852 25
5 910 21
5 916 12
5 920 13
5 937 23
5 946 36
5 966 13
5 969 8
5 993 9
6 68 1
6 80 16
6 81 16
6 109 20
6 112 16
6 140 41
6 165 27
6 180 37
6 200 50
6 242 48
6 247 25
6 272 2
6 279 39
6 310 50
6 321 10
6 322 43
6 341 41
6 344 33
6 354 36
6 370 11
6 387 12
6 417 43
6 434 37
6 456 32
6 473 7
6 483 50
6 484 6
6 500 42
6 504 14
6 574 13
6 578 2
6 642 16
6 660 30
6 666 18
6 676 35
6 697 48
6 772 8
6 804 14
6 809 34
6 820 7
6 830 11
6 832 8
6 857 11
6 892 49
6 893 9
6 902 22
6 907 44
6 908 49
6 940 5
6 941 31
6 961 11
6 976 16
6 985 24
6 991 50
6 1000 47
7 23 32
7 48 1
7 55 4
7 60 25
7 69 14
7 88 16
7 109 26
7 113 29
7 122 47
7 137 45
7 197 16
7 207 44
7 210 4
7 231 29
7 241 29
7 252 13
7 261 39
7 282 36
7 308 25
7 335 40
7 374 46
7 379 46
7 402 35
7 416 45
7 420 50
7 430 15
7 432 7
7 434 17
7 462 40
7 467 6
7 469 13
7 476 21
7 484 6
7 486 18
7 492 45
7 518 21
7 521 33
7 529 23
7 535 50
7 539 32
7 556 17
7 557 15
7 619 27
7 625 23
7 627 43
7 644 6
7 658 35
7 674 33
7 686 43
7 764 9
7 786 24
7 804 39
7 806 4
7 814 8
7 908 35
7 910 6
7 914 25
7 939 43
7 944 22
7 953 14
7 979 49
7 980 37
7 999 37
8 7 6
8 79 4
8 89 33
8 103 29
8 118 39
8 147 5
8 190 28
8 202 22
8 208 24
8 216 44
8 245 48
8 301 46
8 313 36
8 329 3
8 336 30
8 348 20
